Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
4c9f27f9-e1c5-4439-8951-10ebdd1c6c83,"2020-06-07, 06:21:10 PM",Accountant,ChangePassword,,,,us-east-1,,AWS Internal
93ab1a11-d7c6-4d29-95d6-582311bfc537,"2020-06-07, 06:18:30 PM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",,us-east-1,,84.40.125.188
40ea3609-2723-40b9-95be-88a7da90dc9d,"2020-06-07, 06:18:29 PM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,84.40.125.188
8db4604b-cb5a-4f70-9be6-4ad43fa85a2c,"2020-06-07, 06:18:29 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,84.40.125.188
9701b408-1e49-484b-a59e-19a4b71fad96,"2020-06-07, 06:18:29 PM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA4QHAWEKLF4BHGVEBB""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::859464671894:user/Accountant""}]",,us-east-1,,84.40.125.188
61b06b3e-1763-4e97-b7cf-920c4f9c6b26,"2020-06-07, 06:16:45 PM",root,DetachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,84.40.125.188
77e328bf-35b2-4890-a555-a73ebfe1aadb,"2020-06-07, 06:16:45 PM",root,RemoveUserFromGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,84.40.125.188
8b826e7c-ce54-447d-875d-149ad3a9494a,"2020-06-07, 06:16:45 PM",root,DeleteUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",,us-east-1,,84.40.125.188
a7cf841c-00e5-4447-a31b-3bd20aa7002f,"2020-06-07, 06:16:44 PM",root,DeleteLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",,us-east-1,NoSuchEntityException,84.40.125.188
54544538-c975-4d14-b6c7-a392d5aeb577,"2020-06-07, 06:15:55 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
ad7afff2-00e4-4046-ac85-f110c36e78f7,"2020-06-07, 06:15:10 PM",CloudTrail,ConsoleLogin,,,,us-east-1,,84.40.125.188
4bb5d85b-e9e1-4a76-8fab-5f7c19f1c58b,"2020-06-07, 06:15:03 PM",CloudTrail,ConsoleLogin,,,,us-east-1,,84.40.125.188
43d08b2b-e1c9-43e4-8ce1-1bc361425a7a,"2020-06-07, 06:13:15 PM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,84.40.125.188
6aad01d8-318f-41c6-8863-36a55faf0660,"2020-06-07, 06:13:15 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,84.40.125.188
8e11365a-5ee1-47ce-a53f-8a26371664b1,"2020-06-07, 06:13:14 PM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::859464671894:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA4QHAWEKLJCOJ5MFNI""}]",,us-east-1,,84.40.125.188
7716d01b-b489-45e3-8f34-18dfe50a6244,"2020-06-07, 06:10:21 PM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA4QHAWEKLDWFOIPLTN""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::859464671894:group/Reviewers""}]",,us-east-1,,84.40.125.188
920dcb38-6731-4402-a5f8-f3d6a869d0d1,"2020-06-07, 06:10:21 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,84.40.125.188
57add5bb-e8dd-428a-9482-be83121f46b1,"2020-06-07, 06:10:01 PM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA4QHAWEKLFZINT4U27""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::859464671894:group/CloudTrailAdmins""}]",,us-east-1,,84.40.125.188
63bb19e5-afe5-4a4f-a1bf-e0a93071957d,"2020-06-07, 06:10:01 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,84.40.125.188
98bc8e85-6e66-471b-b0e3-b7770a886e2a,"2020-06-07, 06:10:01 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,84.40.125.188
e7fbe691-89cb-4e20-a4e0-9968510fabcb,"2020-06-07, 06:08:27 PM",root,UpdateAccountPasswordPolicy,,,,us-east-1,,84.40.125.188
1f36ee0a-b75d-4128-8f11-6a889a53fd32,"2020-06-07, 06:01:23 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""admin""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""}]",,us-east-1,,84.40.125.188
c969cd2f-c439-4713-8583-72d6250938b9,"2020-06-07, 05:59:07 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
18601d60-bc65-4ef9-a438-8b447d67d940,"2020-06-07, 05:57:36 PM",admin,ConsoleLogin,,,,us-east-1,,84.40.125.188
e3a7cf13-4b5c-4205-8e05-c78e0b2c612f,"2020-06-07, 05:39:35 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Admin""}]",,us-east-1,,84.40.125.188
9f5b42ae-a777-4b0d-9b33-831adf1d7d39,"2020-06-07, 05:38:50 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
6ef39bd1-4d73-4429-ae62-7d4f1f717116,"2020-06-07, 05:29:36 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
f1adf263-015b-4797-bce3-ee064a1f5f25,"2020-06-06, 06:51:26 PM",admin,CreateServiceLinkedRole,,,,us-east-1,,rds.amazonaws.com
39574ba1-d76e-4d07-9af6-42487ab77525,"2020-06-06, 06:15:37 PM",root,CreateAccessKey,IAM AccessKey and 1 more,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIA4QHAWEKLHSIV2Z7G""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""admin""}]",,us-east-1,,84.40.125.188
8750a1e4-aded-4b81-908c-8917da316f97,"2020-06-06, 06:15:37 PM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""admin""}]",,us-east-1,,84.40.125.188
17514218-e17a-4242-83af-3a1e8b53b3b0,"2020-06-06, 06:15:36 PM",root,AddUserToGroup,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""admin""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Admin""}]",,us-east-1,,84.40.125.188
64376041-4dc0-408a-b85c-e9bafdb2d581,"2020-06-06, 06:15:36 PM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::859464671894:user/admin""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""admin""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA4QHAWEKLD3ETOVSEU""}]",,us-east-1,,84.40.125.188
ea191915-31da-44cd-90c0-d373a01101d6,"2020-06-06, 06:15:08 PM",root,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Admin""}]",,us-east-1,,84.40.125.188
239881c7-0182-43f6-bb3c-d2d5177a4168,"2020-06-06, 06:15:07 PM",root,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Admin""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::859464671894:group/Admin""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA4QHAWEKLA5FOMYY6W""}]",,us-east-1,,84.40.125.188
0c3e00b1-596a-4dfc-957e-53f7be5468ab,"2020-06-06, 06:09:38 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
9e246f47-ebda-47fb-8abe-b7940e987619,"2020-06-06, 06:05:12 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
3dd135dc-d80e-4c7f-9a09-a2f355d488d0,"2020-05-27, 11:57:16 AM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
4252a815-4560-49c2-a6db-5035eb0ce1ca,"2020-04-25, 02:40:10 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
d6b5327b-b760-490b-8302-8330c5e077bf,"2020-04-02, 07:57:38 PM",root,EnableMFADevice,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AWS ROOT USER""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::859464671894:mfa/root-account-mfa-device""}]",,us-east-1,,84.40.125.188
52b6b219-737d-4969-80e4-f5aa7c1636f6,"2020-04-02, 07:52:38 PM",root,CreateVirtualMFADevice,IAM MfaDevice,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""root-account-mfa-device""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::859464671894:mfa/root-account-mfa-device""}]",,us-east-1,,84.40.125.188
769e3ad1-929e-46ab-8dd7-0135caeea176,"2020-04-02, 07:50:47 PM",root,ConsoleLogin,,,,us-east-1,,84.40.125.188
